date,ALV0_Spot(snt/kWh),ALV24*(siirto+marginaali)(snt/kWh),Kulutus(kWh),ALV0_Spot(snt),ALV24*(siirto+marginaali)(snt),LT(degC)
2017-06-01 00:00:00+00:00,2.064,5.684159999999999,2.247,4.637808,12.772307519999998,2.8
2017-06-01 01:00:00+00:00,2.069,5.69036,3.541,7.326328999999999,20.14956476,2.9
2017-06-01 02:00:00+00:00,2.184,5.832960000000001,0.413,0.901992,2.4090124800000003,3.4
2017-06-01 03:00:00+00:00,2.369,6.06236,0.667,1.5801230000000002,4.04359412,4
2017-06-01 04:00:00+00:00,2.683,6.451719999999999,1.051,2.819833,6.780757719999999,4.2
2017-06-01 05:00:00+00:00,3.739,7.76116,1.357,5.073823,10.53189412,4.6
2017-06-01 06:00:00+00:00,4.008,8.09472,4.269,17.110152,34.55635968000001,4.6
2017-06-01 07:00:00+00:00,3.803,7.840520000000001,0.43,1.63529,3.3714236000000004,3.8
2017-06-01 08:00:00+00:00,3.324,7.24656,0.549,1.824876,3.97836144,5.2
2017-06-01 09:00:00+00:00,3.3,7.2168,1.463,4.8279,10.5581784,4.8
2017-06-01 10:00:00+00:00,3.101,6.970040000000001,3.129,9.703029,21.809255160000003,1.3
2017-06-01 11:00:00+00:00,3.186,7.07544,1.037,3.303882,7.33723128,5.2
2017-06-01 12:00:00+00:00,3.134,7.01096,1.659,5.199306,11.63118264,5.1
2017-06-01 13:00:00+00:00,3.408,7.35072,1.491,5.081328,10.95992352,6.4
2017-06-01 14:00:00+00:00,3.411,7.35444,4.364,14.885604,32.09477616,3.9
2017-06-01 15:00:00+00:00,3.667,7.671879999999999,0.81,2.97027,6.2142228,6.9
2017-06-01 16:00:00+00:00,3.838000000000001,7.883920000000001,0.696,2.6712480000000003,5.48720832,6.6
2017-06-01 17:00:00+00:00,4.204,8.33776,3.821,16.063484,31.85858096,6.9
2017-06-01 18:00:00+00:00,3.3799999999999994,7.315999999999999,0.824,2.78512,6.028383999999999,6.8
2017-06-01 19:00:00+00:00,3.3119999999999994,7.231679999999999,1.289,4.269167999999999,9.321635519999996,6.5
2017-06-01 20:00:00+00:00,3.181,7.069240000000001,4.652,14.798012,32.88610448000001,5.9
2017-06-01 21:00:00+00:00,2.641,6.39964,0.546,1.4419860000000002,3.49420344,4
2017-06-01 22:00:00+00:00,2.638,6.395919999999999,3.27,8.62626,20.9146584,3
2017-06-01 23:00:00+00:00,2.583,6.327719999999999,2.891,7.467453000000001,18.29343852,2.5
2017-06-02 00:00:00+00:00,2.499,6.22356,2.317,5.790183000000001,14.41998852,3
2017-06-02 01:00:00+00:00,2.459,6.17396,2.582,6.349138,15.94116472,2.1
2017-06-02 02:00:00+00:00,2.434,6.14296,2.6,6.3284,15.971696,1.9
2017-06-02 03:00:00+00:00,2.614,6.366160000000001,2.877,7.520477999999999,18.31544232,1.8
2017-06-02 04:00:00+00:00,3.533,7.50572,4.046,14.294518,30.368143120000003,2
2017-06-02 05:00:00+00:00,4.024,8.11456,2.678,10.776272,21.730791680000003,2.7
2017-06-02 06:00:00+00:00,4.15,8.2708,1.966,8.158900000000001,16.260392799999998,3.6
2017-06-02 07:00:00+00:00,3.996,8.07984,1.931,7.716276000000001,15.602171040000002,4.7
2017-06-02 08:00:00+00:00,3.867,7.919880000000001,0.42,1.62414,3.3263496000000004,5.2
2017-06-02 09:00:00+00:00,3.883,7.93972,0.487,1.891021,3.86664364,6.3
2017-06-02 10:00:00+00:00,3.825,7.867800000000001,1.257,4.808025,9.8898246,7.1
2017-06-02 11:00:00+00:00,3.5950000000000006,7.5826,4.205,15.116975000000004,31.884833,7.3
2017-06-02 12:00:00+00:00,3.4450000000000003,7.396599999999999,1.346,4.636970000000001,9.9558236,7.1
2017-06-02 13:00:00+00:00,3.482,7.442480000000001,3.85,13.4057,28.653548000000004,7.2
2017-06-02 14:00:00+00:00,3.596,7.583839999999999,3.495,12.56802,26.5055208,6.7
2017-06-02 15:00:00+00:00,3.9700000000000006,8.047600000000001,0.927,3.680190000000001,7.460125200000001,6.4
2017-06-02 16:00:00+00:00,4.278,8.42952,0.597,2.5539659999999995,5.03242344,7.2
2017-06-02 17:00:00+00:00,4.382,8.55848,3.771,16.524521999999997,32.274028079999994,6.6
2017-06-02 18:00:00+00:00,3.686,7.69544,0.605,2.23003,4.6557412,5.8
2017-06-02 19:00:00+00:00,3.6840000000000006,7.692960000000001,3.56,13.115040000000002,27.386937600000003,6.1
2017-06-02 20:00:00+00:00,3.918,7.98312,0.663,2.597634,5.292808560000001,5
2017-06-02 21:00:00+00:00,3.353,7.28252,1.177,3.946481,8.57152604,4.4
2017-06-02 22:00:00+00:00,3.003,6.84852,3.93,11.80179,26.9146836,4.3
2017-06-02 23:00:00+00:00,3.002,6.8472800000000005,0.431,1.2938619999999998,2.95117768,4.2
2017-06-03 00:00:00+00:00,2.805,6.603,3.067,8.602935,20.251401,4.1
2017-06-03 01:00:00+00:00,2.641,6.39964,2.044,5.398204,13.08086416,4
2017-06-03 02:00:00+00:00,2.586,6.33144,1.471,3.804006,9.31354824,3.7
2017-06-03 03:00:00+00:00,2.5,6.224799999999999,3.412,8.53,21.2390176,4.2
2017-06-03 04:00:00+00:00,2.528,6.25952,0.744,1.880832,4.65708288,4.1
2017-06-03 05:00:00+00:00,2.603,6.35252,4.078,10.615034,25.905576560000004,4.1
2017-06-03 06:00:00+00:00,2.633,6.3897200000000005,0.621,1.635093,3.96801612,4.2
2017-06-03 07:00:00+00:00,2.857,6.667480000000001,1.957,5.591149000000001,13.048258360000002,5
2017-06-03 08:00:00+00:00,2.831,6.63524,4.38,12.39978,29.0623512,4.7
2017-06-03 09:00:00+00:00,2.703,6.47652,0.722,1.951566,4.67604744,4.8
2017-06-03 10:00:00+00:00,2.649,6.409560000000001,2.739,7.255611,17.55578484,5.5
2017-06-03 11:00:00+00:00,2.693,6.46412,3.172,8.542196,20.50418864,5.3
2017-06-03 12:00:00+00:00,2.671,6.43684,1.158,3.0930179999999994,7.45386072,5.7
2017-06-03 13:00:00+00:00,2.697,6.469080000000001,1.14,3.07458,7.3747512,6.4
2017-06-03 14:00:00+00:00,2.761,6.54844,4.893,13.509573,32.04151692,6.6
2017-06-03 15:00:00+00:00,2.866,6.67864,1.248,3.576768,8.334942719999999,6.9
2017-06-03 16:00:00+00:00,2.954,6.7877600000000005,1.615,4.77071,10.9622324,7.3
2017-06-03 17:00:00+00:00,2.885,6.7022,1.906,5.49881,12.7743932,6.9
2017-06-03 18:00:00+00:00,2.755,6.541,4.814,13.26257,31.488374000000004,6.4
2017-06-03 19:00:00+00:00,2.718,6.495119999999999,3.284,8.925911999999999,21.32997408,6.4
2017-06-03 20:00:00+00:00,2.738,6.51992,3.653,10.001914,23.81726776,4.7
2017-06-03 21:00:00+00:00,2.616,6.36864,0.754,1.972464,4.80195456,3
2017-06-03 22:00:00+00:00,2.631,6.387239999999999,2.508,6.598547999999999,16.01919792,3.7
2017-06-03 23:00:00+00:00,2.517,6.24588,2.855,7.186035,17.8319874,3.8
2017-06-04 00:00:00+00:00,2.377,6.07228,0.525,1.247925,3.1879470000000003,3.8
2017-06-04 01:00:00+00:00,2.288,5.96192,0.481,1.100528,2.86768352,1.3
2017-06-04 02:00:00+00:00,2.158,5.80072,3.785,8.16803,21.9557252,2.6
2017-06-04 03:00:00+00:00,1.998,5.602320000000001,0.489,0.977022,2.73953448,3.2
2017-06-04 04:00:00+00:00,2.033,5.64572,0.751,1.526783,4.23993572,5.5
2017-06-04 05:00:00+00:00,2.293,5.968120000000001,0.752,1.724336,4.488026240000001,5.5
2017-06-04 06:00:00+00:00,2.413,6.11692,0.706,1.7035779999999998,4.31854552,6.6
2017-06-04 07:00:00+00:00,2.499,6.22356,0.665,1.6618350000000002,4.1386674,6.5
2017-06-04 08:00:00+00:00,2.603,6.35252,3.885,10.112655,24.6795402,7
2017-06-04 09:00:00+00:00,2.585,6.3302000000000005,2.954,7.63609,18.699410800000003,6.8
2017-06-04 10:00:00+00:00,2.61,6.3612,0.825,2.15325,5.24799,6.8
2017-06-04 11:00:00+00:00,2.486,6.20744,3.128,7.776208000000001,19.41687232,7.8
2017-06-04 12:00:00+00:00,2.458,6.17272,1.282,3.1511560000000003,7.91342704,8.4
2017-06-04 13:00:00+00:00,2.413,6.11692,0.811,1.956943,4.96082212,9.6
2017-06-04 14:00:00+00:00,2.444,6.155360000000001,0.99,2.41956,6.093806400000001,7.5
2017-06-04 15:00:00+00:00,2.494,6.21736,0.884,2.204696,5.49614624,7.6
2017-06-04 16:00:00+00:00,2.694,6.46536,3.68,9.91392,23.7925248,7.5
2017-06-04 17:00:00+00:00,2.7,6.4728,2.285,6.169500000000001,14.790348000000002,7.3
2017-06-04 18:00:00+00:00,2.644,6.403359999999999,0.784,2.072896,5.02023424,7.8
2017-06-04 19:00:00+00:00,2.648,6.40832,0.677,1.7926960000000003,4.33843264,6.6
2017-06-04 20:00:00+00:00,3.008,6.85472,4.192,12.609536,28.73498624,3.6
2017-06-04 21:00:00+00:00,2.632,6.38848,0.609,1.602888,3.89058432,1.6
2017-06-04 22:00:00+00:00,2.474,6.192559999999999,2.928,7.243872,18.13181568,0.8
2017-06-04 23:00:00+00:00,2.393,6.09212,3.108,7.437443999999999,18.934308960000003,1.3
2017-06-05 00:00:00+00:00,2.253,5.91852,0.896,2.018688,5.3029939200000005,1.5
2017-06-05 01:00:00+00:00,2.168,5.8131200000000005,2.8,6.0704,16.276736,3.5
2017-06-05 02:00:00+00:00,2.165,5.809400000000001,0.501,1.084665,2.9105094000000005,1.5
2017-06-05 03:00:00+00:00,2.309,5.987960000000001,0.638,1.4731420000000002,3.820318480000001,5.7
2017-06-05 04:00:00+00:00,5.601,10.07004,1.305,7.309304999999999,13.1414022,7.2
2017-06-05 05:00:00+00:00,9.517,14.92588,0.767,7.299538999999999,11.44814996,8.6
2017-06-05 06:00:00+00:00,10.006,15.53224,0.526,5.263156,8.16995824,9.4
2017-06-05 07:00:00+00:00,6.869,11.642359999999998,0.797,5.4745930000000005,9.27896092,9.7
2017-06-05 08:00:00+00:00,7.23,12.09,0.799,5.776770000000001,9.65991,10.6
2017-06-05 09:00:00+00:00,8.531,13.70324,5.401,46.075931,74.01119924,11.2
2017-06-05 10:00:00+00:00,10.003,15.52852,1.168,11.683504,18.13731136,12
2017-06-05 11:00:00+00:00,7.309999999999999,12.189199999999998,0.861,6.293909999999999,10.494901199999996,12
2017-06-05 12:00:00+00:00,7.640000000000001,12.5984,0.811,6.196040000000001,10.2173024,11.9
2017-06-05 13:00:00+00:00,3.864,7.91616,0.825,3.1878,6.530831999999999,11.6
2017-06-05 14:00:00+00:00,2.6,6.3488,1.694,4.4044,10.7548672,11
2017-06-05 15:00:00+00:00,3.811,7.850439999999999,1.274,4.855214,10.001460559999998,11.5
2017-06-05 16:00:00+00:00,4.241,8.38364,0.757,3.210437,6.34641548,11.6
2017-06-05 17:00:00+00:00,4.068,8.16912,0.877,3.567636,7.164318239999999,12.1
2017-06-05 18:00:00+00:00,2.713,6.48892,1.783,4.837279,11.56974436,11.7
2017-06-05 19:00:00+00:00,2.676,6.44304,4.368,11.688768,28.14319872,12.2
2017-06-05 20:00:00+00:00,2.731,6.511239999999999,1.902,5.194362,12.384378479999995,11.6
2017-06-05 21:00:00+00:00,2.61,6.3612,1.002,2.61522,6.3739224000000005,10.1
2017-06-05 22:00:00+00:00,2.422,6.12808,0.511,1.237642,3.13144888,9.3
2017-06-05 23:00:00+00:00,1.994,5.59736,0.537,1.070778,3.00578232,9.7
2017-06-06 00:00:00+00:00,1.497,4.98108,3.289,4.923633000000001,16.382772120000002,10.2
2017-06-06 01:00:00+00:00,1.08,4.464,0.78,0.8424,3.481920000000001,10.2
2017-06-06 02:00:00+00:00,1.022,4.39208,0.527,0.538594,2.31462616,10.2
2017-06-06 03:00:00+00:00,1.77,5.3196,0.485,0.8584499999999999,2.580006,10.4
2017-06-06 04:00:00+00:00,2.498,6.222320000000001,0.8,1.9984,4.977856000000001,10.8
2017-06-06 05:00:00+00:00,2.745,6.528600000000001,3.449,9.467505,22.517141400000003,9.1
2017-06-06 06:00:00+00:00,5.393,9.81212,0.581,3.1333329999999995,5.70084172,9.3
2017-06-06 07:00:00+00:00,4.379,8.554759999999998,0.663,2.903277,5.671805879999999,9.1
2017-06-06 08:00:00+00:00,5.394,9.81336,2.535,13.67379,24.8768676,10.5
2017-06-06 09:00:00+00:00,5.655,10.137,0.862,4.8746100000000006,8.738094,11
2017-06-06 10:00:00+00:00,6.385,11.0422,0.67,4.27795,7.398274,12.7
2017-06-06 11:00:00+00:00,5.404,9.82576,0.851,4.598804,8.36172176,11.8
2017-06-06 12:00:00+00:00,4.605,8.834999999999999,0.784,3.6103200000000006,6.92664,13.5
2017-06-06 13:00:00+00:00,2.154,5.79576,0.641,1.380714,3.71508216,14.5
2017-06-06 14:00:00+00:00,2.098,5.72632,2.179,4.571541999999999,12.47765128,14.3
2017-06-06 15:00:00+00:00,2.686,6.455439999999999,2.525,6.78215,16.299985999999997,14.2
2017-06-06 16:00:00+00:00,2.889,6.70716,1.176,3.397464,7.88762016,13.8
2017-06-06 17:00:00+00:00,2.803,6.60052,0.984,2.758152,6.49491168,12.9
2017-06-06 18:00:00+00:00,2.192,5.84288,1.066,2.3366720000000005,6.22851008,13.4
2017-06-06 19:00:00+00:00,2.044,5.65936,1.037,2.119628,5.86875632,12.6
2017-06-06 20:00:00+00:00,2.023,5.63332,4.192,8.480416000000002,23.61487744,9
2017-06-06 21:00:00+00:00,1.355,4.805,0.705,0.955275,3.387525,6.9
2017-06-06 22:00:00+00:00,1.067,4.44788,4.327,4.616909,19.24597676,5.6
2017-06-06 23:00:00+00:00,0.8800000000000001,4.216,0.945,0.8316000000000001,3.98412,5.4
2017-06-07 00:00:00+00:00,0.682,3.97048,0.628,0.428296,2.49346144,5.6
2017-06-07 01:00:00+00:00,0.463,3.69892,3.594,1.664022,13.29391848,5
2017-06-07 02:00:00+00:00,0.442,3.67288,1.291,0.570622,4.74168808,5.2
2017-06-07 03:00:00+00:00,2.339,6.02516,0.544,1.272416,3.27768704,10
2017-06-07 04:00:00+00:00,4.844,9.13136,0.87,4.2142800000000005,7.944283200000001,13.5
2017-06-07 05:00:00+00:00,6.005,10.571,0.819,4.918094999999999,8.657649,15.2
2017-06-07 06:00:00+00:00,7.005,11.811,1.498,10.49349,17.692878,17.3
2017-06-07 07:00:00+00:00,6.109,10.69996,1.572,9.603348,16.82033712,18.9
2017-06-07 08:00:00+00:00,6.5,11.1848,1.466,9.529,16.3969168,19.4
2017-06-07 09:00:00+00:00,6.105,10.695,2.471,15.085455,26.427345000000003,19.9
2017-06-07 10:00:00+00:00,6.109,10.69996,1.905,11.637645,20.383423800000003,21
2017-06-07 11:00:00+00:00,6.105,10.695,1.918,11.70939,20.51301,21.2
2017-06-07 12:00:00+00:00,6.101,10.69004,2.131,13.001231,22.78047524,20.7
2017-06-07 13:00:00+00:00,3.682,7.69048,1.924,7.084168,14.79648352,21.7
2017-06-07 14:00:00+00:00,4.345,8.5126,2.732,11.87054,23.256423200000004,21.4
2017-06-07 15:00:00+00:00,3.8,7.8368,3.547,13.4786,27.7971296,21.1
2017-06-07 16:00:00+00:00,2.694,6.46536,2.293,6.177342,14.825070480000004,20.9
2017-06-07 17:00:00+00:00,2.793,6.588120000000001,1.489,4.158777000000001,9.809710680000002,20.7
2017-06-07 18:00:00+00:00,2.203,5.85652,1.024,2.255872,5.99707648,19.6
2017-06-07 19:00:00+00:00,2.197,5.849080000000001,0.868,1.906996,5.077001440000001,18.6
2017-06-07 20:00:00+00:00,2.158,5.80072,0.828,1.7868239999999995,4.80299616,14.7
2017-06-07 21:00:00+00:00,1.84,5.4064,0.826,1.51984,4.465686399999999,12.3
2017-06-07 22:00:00+00:00,1.55,5.0468,2.995,4.642250000000001,15.115166,12
2017-06-07 23:00:00+00:00,1.0199999999999998,4.3896,1.698,1.7319599999999995,7.453540799999999,12.6
2017-06-08 00:00:00+00:00,0.991,4.35364,0.677,0.670907,2.9474142800000003,13.8
2017-06-08 01:00:00+00:00,0.986,4.347440000000001,0.692,0.6823119999999999,3.00842848,12.8
2017-06-08 02:00:00+00:00,0.992,4.35488,0.637,0.631904,2.77405856,14.3
2017-06-08 03:00:00+00:00,1.8600000000000003,5.431200000000001,0.684,1.2722400000000005,3.714940800000001,15.7
2017-06-08 04:00:00+00:00,3.773,7.803319999999999,0.701,2.644873,5.47012732,17
2017-06-08 05:00:00+00:00,5.302,9.699279999999998,1.237,6.558574,11.99800936,18.8
2017-06-08 06:00:00+00:00,5.7,10.1928,1.569,8.9433,15.9925032,20
2017-06-08 07:00:00+00:00,5.24,9.6224,1.772,9.28528,17.0508928,20.1
2017-06-08 08:00:00+00:00,4.748,9.01232,2.418,11.480664,21.791789760000004,21.6
2017-06-08 09:00:00+00:00,4.399,8.57956,2.058,9.053142,17.65673448,23
2017-06-08 10:00:00+00:00,3.779,7.810759999999999,4.738,17.904902,37.00738088,22.7
2017-06-08 11:00:00+00:00,4.181,8.30924,1.993,8.332733000000001,16.56031532,23.5
2017-06-08 12:00:00+00:00,5.25,9.6348,2.923,15.34575,28.1625204,24.5
2017-06-08 13:00:00+00:00,3.002,6.8472800000000005,1.908,5.727815999999999,13.06461024,24.2
2017-06-08 14:00:00+00:00,3.165,7.0494,2.882,9.12153,20.3163708,25.1
2017-06-08 15:00:00+00:00,3.3950000000000005,7.334600000000001,2.067,7.017465000000001,15.160618200000004,23.7
2017-06-08 16:00:00+00:00,3.775,7.8058,2.368,8.9392,18.4841344,23.3
2017-06-08 17:00:00+00:00,3.776,7.807039999999999,2.071,7.820096,16.16837984,22.7
2017-06-08 18:00:00+00:00,3.245000000000001,7.148600000000001,1.525,4.948625000000002,10.901615,20.8
2017-06-08 19:00:00+00:00,3.373,7.307319999999999,4.118,13.890014,30.09154376,18.5
2017-06-08 20:00:00+00:00,3.248,7.152319999999999,2.623,8.519504,18.76053536,15.2
2017-06-08 21:00:00+00:00,2.808,6.606719999999999,0.732,2.055456,4.836119039999999,13.6
2017-06-08 22:00:00+00:00,2.676,6.44304,0.713,1.907988,4.59388752,12.3
2017-06-08 23:00:00+00:00,2.491,6.21364,0.696,1.733736,4.32469344,11.3
2017-06-09 00:00:00+00:00,2.461,6.17644,3.762,9.258282,23.23576728,9.6
2017-06-09 01:00:00+00:00,2.404,6.105759999999999,0.661,1.589044,4.03590736,9.3
2017-06-09 02:00:00+00:00,2.43,6.138,0.667,1.6208100000000003,4.0940460000000005,9.5
2017-06-09 03:00:00+00:00,2.754,6.53976,0.655,1.80387,4.2835428,13.7
2017-06-09 04:00:00+00:00,3.736,7.75744,0.968,3.616448,7.50920192,14.9
2017-06-09 05:00:00+00:00,5.304,9.70176,0.886,4.699344,8.59575936,15.9
2017-06-09 06:00:00+00:00,5.501,9.946040000000002,0.905,4.978405,9.001166200000002,17.9
2017-06-09 07:00:00+00:00,5.505,9.951,1.416,7.79508,14.090616,18.6
2017-06-09 08:00:00+00:00,5.374,9.78856,1.068,5.739432,10.45418208,20.1
2017-06-09 09:00:00+00:00,5.436,9.86544,1.612,8.762832000000001,15.90308928,20.9
2017-06-09 10:00:00+00:00,5.428,9.85552,1.216,6.600448,11.98431232,21.8
2017-06-09 11:00:00+00:00,5.436,9.86544,0.888,4.827168,8.76051072,21.7
2017-06-09 12:00:00+00:00,4.174,8.30056,0.897,3.744078000000001,7.445602320000001,21.4
2017-06-09 13:00:00+00:00,2.909,6.73196,3.497,10.172773,23.54166412,23.3
2017-06-09 14:00:00+00:00,2.969,6.80636,1.787,5.305603,12.16296532,22.7
2017-06-09 15:00:00+00:00,3.144,7.023359999999999,1.512,4.753728000000001,10.61932032,22.9
2017-06-09 16:00:00+00:00,3.761,7.78844,1.255,4.720055,9.7744922,20.6
2017-06-09 17:00:00+00:00,3.301,7.218039999999999,1.442,4.760042,10.40841368,20.1
2017-06-09 18:00:00+00:00,2.894,6.71336,0.748,2.164712,5.021593279999999,18.3
2017-06-09 19:00:00+00:00,2.766,6.554639999999999,1.004,2.777064,6.580858559999999,16.3
2017-06-09 20:00:00+00:00,2.636,6.393440000000001,0.86,2.26696,5.498358400000001,13.3
2017-06-09 21:00:00+00:00,2.477,6.19628,0.874,2.164898,5.415548719999999,11.1
2017-06-09 22:00:00+00:00,2.668,6.433120000000001,3.191,8.513588,20.52808592,10
2017-06-09 23:00:00+00:00,2.447,6.15908,0.79,1.93313,4.865673200000001,9.1
2017-06-10 00:00:00+00:00,2.41,6.1132,0.707,1.70387,4.322032399999999,8.4
2017-06-10 01:00:00+00:00,2.365,6.0574,0.711,1.681515,4.3068114,8.6
2017-06-10 02:00:00+00:00,2.319,6.000360000000001,0.664,1.539816,3.9842390400000007,9.4
2017-06-10 03:00:00+00:00,2.367,6.059880000000001,0.682,1.614294,4.13283816,12.9
2017-06-10 04:00:00+00:00,2.427,6.13428,0.688,1.669776,4.22038464,12.7
2017-06-10 05:00:00+00:00,2.676,6.44304,0.936,2.5047360000000003,6.03068544,15.2
2017-06-10 06:00:00+00:00,2.915,6.739400000000001,0.749,2.183335,5.047810600000001,16.5
2017-06-10 07:00:00+00:00,3.117,6.98988,2.716,8.465772000000001,18.984514080000004,15.5
2017-06-10 08:00:00+00:00,2.99,6.8324,1.356,4.0544400000000005,9.2647344,16.9
2017-06-10 09:00:00+00:00,2.994,6.83736,1.373,4.110762,9.38769528,18.3
2017-06-10 10:00:00+00:00,2.835,6.6402,1.983,5.621805,13.1675166,18.4
2017-06-10 11:00:00+00:00,2.586,6.33144,4.771,12.337806,30.20730024,19
2017-06-10 12:00:00+00:00,2.501,6.22604,0.901,2.253401,5.609662040000001,18.9
2017-06-10 13:00:00+00:00,2.503,6.22852,1.668,4.175004,10.38917136,18.6
2017-06-10 14:00:00+00:00,2.66,6.4232,2.021,5.37586,12.9812872,16.2
2017-06-10 15:00:00+00:00,2.91,6.733199999999999,2.981,8.67471,20.071669199999995,15.4
2017-06-10 16:00:00+00:00,3.149,7.029560000000001,2.653,8.354297,18.649422680000004,15.4
2017-06-10 17:00:00+00:00,2.988,6.82992,2.374,7.0935120000000005,16.21423008,13.7
2017-06-10 18:00:00+00:00,2.724,6.50256,3.551,9.672924000000002,23.09059056,14.2
2017-06-10 19:00:00+00:00,2.747,6.531079999999999,1.449,3.980403,9.46353492,15
2017-06-10 20:00:00+00:00,2.735,6.5162,1.261,3.4488349999999994,8.2169282,14
2017-06-10 21:00:00+00:00,2.589,6.33516,1.958,5.069262,12.40424328,12.6
2017-06-10 22:00:00+00:00,2.65,6.4108,1.423,3.77095,9.1225684,10.1
2017-06-10 23:00:00+00:00,2.452,6.165279999999999,1.012,2.481424,6.239263359999999,8.2
2017-06-11 00:00:00+00:00,2.178,5.82552,1.223,2.663694,7.124610960000001,7.6
2017-06-11 01:00:00+00:00,1.8,5.356800000000001,3.574,6.4332,19.1452032,6.8
2017-06-11 02:00:00+00:00,1.539,5.0331600000000005,0.961,1.4789789999999998,4.83686676,8.5
2017-06-11 03:00:00+00:00,1.26,4.687200000000001,0.695,0.8756999999999999,3.257604,11.9
2017-06-11 04:00:00+00:00,1.284,4.71696,0.698,0.8962319999999999,3.29243808,13.4
2017-06-11 05:00:00+00:00,1.6489999999999998,5.16956,0.978,1.6127219999999998,5.05582968,13.7
2017-06-11 06:00:00+00:00,1.843,5.410119999999999,2.215,4.082245,11.983415799999998,15.8
2017-06-11 07:00:00+00:00,2.086,5.71144,2.308,4.814487999999999,13.18200352,17.3
2017-06-11 08:00:00+00:00,2.191,5.84164,3.143,6.886313,18.36027452,18.5
2017-06-11 09:00:00+00:00,2.188,5.83792,4.371,9.563748000000002,25.517548320000003,17
2017-06-11 10:00:00+00:00,2.165,5.809400000000001,3.427,7.419455,19.908813800000004,17.9
2017-06-11 11:00:00+00:00,2.109,5.739959999999999,3.723,7.851807,21.36987108,17.1
2017-06-11 12:00:00+00:00,2.08,5.704,3.801,7.90608,21.680904,15.7
2017-06-11 13:00:00+00:00,2.022,5.632079999999999,2.048,4.141056,11.53449984,15.6
2017-06-11 14:00:00+00:00,2.115,5.7474,1.95,4.12425,11.20743,15.2
2017-06-11 15:00:00+00:00,2.358,6.04872,3.263,7.694154,19.73697336,15.4
2017-06-11 16:00:00+00:00,2.582,6.32648,2.143,5.533225999999999,13.55764664,15.4
2017-06-11 17:00:00+00:00,2.791,6.58564,1.102,3.075682,7.257375280000001,15
2017-06-11 18:00:00+00:00,2.675,6.441800000000001,1.439,3.849325,9.2697502,14.1
2017-06-11 19:00:00+00:00,2.64,6.3984000000000005,3.675,9.702,23.51412,13.5
2017-06-11 20:00:00+00:00,2.576,6.31904,1.034,2.663584,6.5338873600000005,11.6
2017-06-11 21:00:00+00:00,2.436,6.14544,0.802,1.953672,4.92864288,9.7
2017-06-11 22:00:00+00:00,2.422,6.12808,3.548,8.593256,21.74242784,9.1
2017-06-11 23:00:00+00:00,2.066,5.686640000000001,0.853,1.762298,4.85070392,8.6
2017-06-12 00:00:00+00:00,1.815,5.375399999999999,0.684,1.24146,3.6767736,9.7
2017-06-12 01:00:00+00:00,1.46,4.9352,0.693,1.01178,3.4200936,9.8
2017-06-12 02:00:00+00:00,1.566,5.0666400000000005,0.662,1.0366920000000002,3.3541156800000005,10.5
2017-06-12 03:00:00+00:00,1.988,5.58992,1.133,2.252404,6.33337936,10.5
2017-06-12 04:00:00+00:00,3.41,7.353199999999999,0.689,2.34949,5.066354799999999,11.2
2017-06-12 05:00:00+00:00,5.007,9.33348,0.694,3.474858,6.477435119999999,10.5
2017-06-12 06:00:00+00:00,5.231,9.61124,0.678,3.546618,6.516420720000001,10.3
2017-06-12 07:00:00+00:00,5.009,9.33596,1.598,8.004382000000001,14.91886408,10.9
2017-06-12 08:00:00+00:00,3.843,7.89012,2.494,9.584442,19.67795928,12.8
2017-06-12 09:00:00+00:00,4.356,8.52624,3.553,15.476868,30.29373072,13.2
2017-06-12 10:00:00+00:00,4.143,8.26212,1.679,6.956097,13.87209948,13.7
2017-06-12 11:00:00+00:00,3.293,7.208120000000001,1.566,5.1568380000000005,11.28791592,16
2017-06-12 12:00:00+00:00,2.801,6.598039999999999,1.37,3.83737,9.0393148,16.7
2017-06-12 13:00:00+00:00,2.329,6.01276,1.306,3.0416740000000004,7.85266456,17.4
2017-06-12 14:00:00+00:00,2.196,5.847840000000001,1.083,2.3782680000000003,6.33321072,17
2017-06-12 15:00:00+00:00,2.223,5.8813200000000005,1.12,2.48976,6.587078400000001,16.5
2017-06-12 16:00:00+00:00,2.431,6.139240000000001,0.954,2.319174,5.8568349600000005,16.2
2017-06-12 17:00:00+00:00,2.394,6.09336,3.575,8.55855,21.783762,16.6
2017-06-12 18:00:00+00:00,2.333,6.01772,1.459,3.4038470000000003,8.77985348,16.6
2017-06-12 19:00:00+00:00,2.326,6.00904,1.081,2.514406,6.495772239999999,15.2
2017-06-12 20:00:00+00:00,2.238,5.89992,0.998,2.233524,5.88812016,14.3
2017-06-12 21:00:00+00:00,2.0010000000000003,5.606040000000001,0.887,1.7748870000000003,4.972557480000001,12.8
2017-06-12 22:00:00+00:00,1.798,5.35432,0.864,1.553472,4.62613248,11.7
2017-06-12 23:00:00+00:00,1.07,4.4516,3.674,3.93118,16.3551784,10.8
2017-06-13 00:00:00+00:00,0.787,4.10068,0.65,0.5115500000000001,2.665442,10.1
2017-06-13 01:00:00+00:00,0.742,4.04488,0.655,0.48601,2.6493964,9.2
2017-06-13 02:00:00+00:00,0.892,4.23088,0.65,0.5798,2.7500720000000003,9.5
2017-06-13 03:00:00+00:00,1.585,5.0902,0.948,1.5025799999999998,4.8255096,10.2
